327,PL,대출채권평가및처분이익,위치파악2,,0,0,0,,0,0,0,,,,,,0
328,PL,외환거래이익,영업외손익,,0,0,0,,0,0,0,0,0,0,,,0
329,PL,외환거래손실,영업외손익,,0,0,0,,0,0,0,0,0,0,,,0
330,PL,기타의영업비용,매출원가,,0,0,0,,,,,,,,,,
331,BS,당기손익공정가치측정지정금융부채신용위험변동효과,기타자본,,15,0,1,,,,,,,,,,
332,BS,만기보유금융자산,금융자산,,0,0,0,,0,0,0,,,,,,0
333,BS,대여금및수취채권,금융자산,,0,0,0,,0,0,0,,,,,,0
334,BS,위험회피목적파생상품자산,금융자산,,0,0,0,,0,0,0,0,0,0,,,0
335,BS,종속기업및관계기업투자주식,투자주식,,0,0,0,,,,,,,,,,
336,BS,재보험자산,기타자산,,0,0,0,,,,,,,,,,
337,BS,특별계정자산,기타자산,,0,0,0,,,,,,,,,,
338,BS,보험계약부채,기타부채,,5,3,0,,,,,,,,,,
339,BS,위험회피목적파생상품부채,금융부채,,11,3,0,,0,0,0,0,0,0,0,1,0
340,BS,특별계정부채,기타부채,,5,3,0,,,,,,,,,,
341,PL,보험료수익,매출액,,0,0,0,,,,,,,,,,
342,PL,금융상품투자수익,금융손익,,0,0,0,,,,,,,,,,
343,PL,배당금비용,금융손익,,0,0,0,,,,,,,,,,
344,PL,손해조사비,기타판관비,,0,0,0,,,,,,,,,,
345,PL,재보험료비용,매출원가,,0,0,0,,,,,,,,,,
346,PL,사업비,매출원가,,0,0,0,,,,,,,,,,
347,PL,금융상품투자비용,금융손익,,0,0,0,,,,,,,,,,
348,PL,재산관리비,판관비,,0,0,0,,,,,,,,,,
349,PL,부동산관리비,판관비,,0,0,0,,,,,,,,,,
350,PL,매도가능금융자산평가이익손실,위치파악2,,0,0,0,,,,,,,,,,
351,PL,만기보유금융자산평가이익,위치파악2,,0,0,0,,,,,,,,,,
352,PL,위험회피목적파생상품평가손실,위치파악2,,0,0,0,,,,,,,,,,
353,BS,해외사업환산이익손실,기타포괄손익,,0,0,0,,,,,,,,,,
